Step,AgentID,State,DistrictID
2,35,Exposed,19
2,53,Infected,19
2,13,Exposed,1
2,17,Exposed,11
2,87,Infected,4
2,7,Susceptible,3
2,65,Infected,1
2,74,Exposed,23
2,60,Infected,12
2,15,Infected,0
2,63,Infected,11
2,66,Exposed,4
2,81,Exposed,21
2,45,Infected,24
2,73,Infected,0
2,82,Infected,10
2,39,Exposed,16
2,20,Infected,23
2,61,Susceptible,24
2,76,Exposed,9
2,2,Infected,24
2,48,Infected,8
2,25,Infected,5
2,44,Exposed,6
2,11,Exposed,21
2,34,Infected,18
2,68,Infected,4
2,84,Infected,3
2,8,Infected,21
2,78,Infected,20
2,80,Infected,12
2,47,Exposed,23
2,88,Exposed,18
2,64,Infected,13
2,40,Infected,8
2,50,Infected,5
2,86,Susceptible,10
2,27,Infected,5
2,10,Infected,4
2,6,Infected,19
2,46,Exposed,8
2,32,Infected,18
2,89,Infected,3
2,42,Susceptible,17
2,21,Exposed,23
3,63,Infected,24
3,73,Infected,7
3,56,Exposed,22
3,44,Exposed,2
3,23,Exposed,3
3,71,Infected,16
3,38,Exposed,4
3,0,Infected,20
3,18,Exposed,4
3,74,Exposed,13
3,8,Infected,15
3,12,Exposed,2
3,55,Infected,20
3,72,Infected,5
3,21,Exposed,19
3,15,Infected,13
3,81,Exposed,14
3,61,Exposed,8
3,40,Infected,7
3,3,Infected,1
3,50,Infected,17
3,32,Infected,14
3,26,Exposed,6
3,17,Exposed,15
3,28,Infected,6
3,33,Exposed,13
3,58,Infected,2
3,9,Infected,12
3,80,Infected,9
3,69,Infected,23
3,16,Susceptible,21
3,53,Infected,4
3,75,Susceptible,16
3,85,Infected,8
3,51,Exposed,13
3,35,Exposed,1
3,70,Exposed,17
3,25,Infected,17
3,48,Infected,3
3,13,Exposed,23
3,52,Exposed,8
3,66,Exposed,14
3,87,Infected,11
3,82,Infected,14
3,4,Infected,15
3,7,Exposed,3
3,59,Exposed,11
3,27,Infected,8
3,77,Infected,22
3,10,Infected,22
3,84,Infected,10
3,14,Exposed,24
3,62,Infected,8
3,30,Infected,4
3,43,Exposed,6
3,22,Infected,19
3,42,Susceptible,3
3,86,Exposed,7
3,67,Infected,6
3,68,Infected,13
3,36,Exposed,23
3,79,Exposed,9
3,57,Exposed,12
3,34,Infected,19
3,47,Exposed,14
3,76,Exposed,2
3,11,Exposed,3
3,31,Infected,18
3,49,Infected,1
3,88,Exposed,15
3,37,Infected,3
3,54,Exposed,18
3,45,Infected,12
3,89,Infected,24
3,46,Exposed,13
3,60,Infected,16
3,29,Infected,7
3,6,Infected,15
3,19,Infected,20
3,64,Infected,17
3,83,Infected,1
3,1,Exposed,3
3,24,Exposed,3
3,65,Infected,1
3,5,Infected,16
3,39,Exposed,12
3,2,Infected,0
3,41,Exposed,7
3,20,Infected,11
3,78,Infected,20
4,47,Exposed,18
4,23,Exposed,9
4,21,Exposed,23
4,2,Infected,23
4,32,Infected,14
4,69,Infected,17
4,53,Infected,19
4,79,Exposed,20
4,0,Infected,22
4,38,Exposed,22
4,15,Infected,4
4,72,Infected,8
4,51,Exposed,24
4,11,Exposed,21
4,80,Infected,12
4,20,Infected,24
4,60,Infected,8
4,10,Infected,4
4,48,Infected,9
4,24,Exposed,22
4,83,Infected,3
4,54,Exposed,0
4,59,Exposed,23
4,56,Exposed,10
4,17,Exposed,11
4,44,Exposed,6
4,29,Infected,7
4,18,Exposed,12
4,4,Infected,18
4,1,Exposed,21
4,26,Exposed,2
4,89,Infected,4
4,78,Infected,21
4,14,Exposed,19
4,9,Infected,19
4,76,Exposed,8
4,52,Exposed,18
4,57,Exposed,9
4,62,Infected,23
4,31,Infected,6
4,70,Exposed,21
4,6,Infected,15
4,81,Exposed,20
4,67,Infected,8
4,75,Exposed,21
4,22,Infected,17
4,77,Infected,12
4,63,Infected,10
4,68,Infected,3
4,58,Infected,15
4,66,Exposed,3
4,39,Exposed,16
4,74,Exposed,18
4,27,Infected,6
4,86,Exposed,5
4,13,Exposed,1
4,43,Exposed,21
4,7,Exposed,2
4,19,Infected,10
4,8,Infected,1
4,55,Infected,23
4,64,Infected,12
4,40,Infected,13
4,82,Infected,15
4,30,Infected,2
4,34,Infected,19
4,88,Exposed,17
4,84,Infected,8
4,37,Infected,15
4,12,Exposed,13
4,65,Infected,1
4,71,Infected,16
4,46,Exposed,3
4,50,Infected,10
4,33,Exposed,19
4,85,Infected,4
4,42,Susceptible,22
4,61,Exposed,24
4,3,Infected,8
4,49,Infected,14
4,73,Infected,1
4,28,Infected,16
4,41,Exposed,22
4,36,Exposed,3
4,25,Infected,0
4,87,Infected,3
4,45,Infected,23
4,5,Infected,22
4,35,Exposed,14
4,16,Susceptible,17
5,58,Infected,11
5,50,Infected,5
5,65,Infected,21
5,49,Infected,10
5,85,Infected,24
5,2,Infected,23
5,80,Infected,12
5,51,Exposed,24
5,0,Infected,17
5,77,Infected,8
5,76,Exposed,8
5,44,Exposed,6
5,5,Infected,23
5,28,Infected,16
5,34,Infected,19
5,86,Exposed,5
5,17,Exposed,5
5,27,Infected,0
5,39,Exposed,16
5,56,Exposed,14
5,55,Infected,23
5,11,Exposed,21
5,21,Exposed,22
5,9,Infected,14
5,33,Exposed,15
5,8,Infected,22
5,70,Exposed,1
5,57,Exposed,5
5,23,Exposed,8
5,24,Exposed,22
5,37,Infected,20
5,79,Exposed,4
5,40,Infected,8
5,15,Infected,24
5,48,Infected,8
5,22,Infected,13
5,88,Exposed,18
5,25,Infected,1
5,1,Exposed,21
5,4,Infected,24
5,59,Exposed,2
5,78,Infected,20
5,42,Susceptible,16
5,18,Exposed,12
5,6,Infected,24
5,14,Exposed,15
5,67,Infected,3
5,87,Infected,3
5,20,Infected,24
5,46,Exposed,3
5,45,Infected,24
5,64,Infected,13
5,3,Infected,3
5,19,Infected,11
5,53,Infected,10
5,41,Exposed,22
5,81,Exposed,15
5,83,Infected,3
5,63,Infected,11
5,66,Exposed,3
5,82,Infected,15
5,68,Infected,4
5,35,Exposed,10
5,54,Exposed,5
5,74,Exposed,22
5,31,Infected,6
5,75,Exposed,20
5,72,Infected,14
5,62,Infected,22
5,32,Infected,19
5,43,Exposed,16
5,36,Exposed,24
5,12,Exposed,13
5,60,Infected,13
5,69,Infected,17
5,38,Exposed,22
5,10,Infected,4
5,61,Exposed,20
5,7,Exposed,2
5,26,Exposed,2
5,89,Infected,3
5,84,Infected,9
5,47,Exposed,18
5,52,Exposed,23
5,30,Infected,23
5,73,Infected,20
5,29,Infected,7
5,71,Infected,22
5,13,Exposed,21
5,16,Susceptible,17
6,48,Infected,3
6,83,Infected,1
6,17,Exposed,15
6,32,Infected,14
6,53,Infected,4
6,62,Infected,8
6,88,Exposed,15
6,70,Exposed,17
6,43,Exposed,6
6,76,Exposed,2
6,2,Infected,0
6,68,Infected,13
6,71,Infected,16
6,25,Infected,17
6,37,Infected,3
6,63,Infected,24
6,14,Exposed,24
6,55,Infected,20
6,42,Susceptible,3
6,81,Exposed,14
6,51,Exposed,13
6,11,Exposed,3
6,57,Exposed,12
6,44,Exposed,2
6,85,Infected,8
6,26,Exposed,6
6,67,Infected,6
6,65,Infected,1
6,23,Exposed,3
6,35,Exposed,1
6,79,Exposed,9
6,69,Infected,23
6,36,Exposed,23
6,16,Susceptible,21
6,52,Exposed,8
6,12,Exposed,2
6,15,Infected,13
6,1,Exposed,3
6,74,Exposed,13
6,38,Exposed,4
6,64,Infected,17
6,22,Infected,19
6,33,Exposed,13
6,50,Infected,17
6,87,Infected,11
6,24,Exposed,3
6,47,Exposed,14
6,7,Exposed,3
6,73,Infected,7
6,80,Infected,9
6,39,Exposed,12
6,4,Infected,15
6,28,Infected,6
6,75,Exposed,16
6,5,Infected,16
6,56,Exposed,22
6,19,Infected,20
6,46,Exposed,13
6,30,Infected,4
6,13,Exposed,23
6,29,Infected,7
6,27,Infected,8
6,10,Infected,22
6,59,Exposed,11
6,54,Exposed,18
6,61,Exposed,8
6,78,Infected,20
6,41,Exposed,7
6,8,Infected,15
6,9,Infected,12
6,0,Infected,20
6,66,Exposed,14
6,49,Infected,1
6,40,Infected,7
6,3,Infected,1
6,6,Infected,15
6,89,Infected,24
6,20,Infected,11
6,82,Infected,14
6,86,Exposed,7
6,31,Infected,18
6,45,Infected,12
6,18,Exposed,4
6,34,Infected,19
6,72,Infected,5
6,60,Infected,16
6,77,Infected,22
6,84,Infected,10
6,58,Infected,2
6,21,Exposed,19
7,75,Exposed,21
7,86,Exposed,5
7,39,Exposed,16
7,34,Infected,19
7,61,Exposed,24
7,22,Infected,17
7,82,Infected,15
7,52,Exposed,18
7,30,Infected,2
7,4,Infected,18
7,50,Infected,10
7,23,Exposed,9
7,80,Infected,12
7,8,Infected,1
7,24,Exposed,22
7,13,Exposed,1
7,7,Exposed,2
7,12,Exposed,13
7,2,Infected,23
7,29,Infected,7
7,37,Infected,15
7,60,Infected,8
7,62,Infected,23
7,87,Infected,3
7,54,Exposed,0
7,48,Infected,9
7,53,Infected,19
7,59,Exposed,23
7,63,Infected,10
7,71,Infected,16
7,0,Infected,22
7,69,Infected,17
7,43,Exposed,21
7,3,Infected,8
7,41,Exposed,22
7,9,Infected,19
7,32,Infected,14
7,25,Infected,0
7,15,Infected,4
7,64,Infected,12
7,16,Susceptible,17
7,55,Infected,23
7,27,Infected,6
7,56,Exposed,10
7,47,Exposed,18
7,85,Infected,4
7,76,Exposed,8
7,31,Infected,6
7,58,Infected,15
7,40,Infected,13
7,38,Exposed,22
7,65,Infected,1
7,14,Exposed,19
7,77,Infected,12
7,73,Infected,1
7,45,Infected,23
7,28,Infected,16
7,6,Infected,15
7,70,Exposed,21
7,74,Exposed,18
7,17,Exposed,11
7,67,Infected,8
7,33,Exposed,19
7,42,Susceptible,22
7,19,Infected,10
7,44,Exposed,6
7,5,Infected,22
7,1,Exposed,21
7,20,Infected,24
7,46,Exposed,3
7,18,Exposed,12
7,79,Exposed,20
7,66,Exposed,3
7,51,Exposed,24
7,68,Infected,3
7,49,Infected,14
7,57,Exposed,9
7,11,Exposed,21
7,88,Exposed,17
7,81,Exposed,20
7,10,Infected,4
7,83,Infected,3
7,35,Exposed,14
7,26,Exposed,2
7,84,Infected,8
7,21,Exposed,23
7,36,Exposed,3
7,72,Infected,8
7,89,Infected,4
7,78,Infected,21
8,37,Infected,15
8,47,Exposed,18
8,87,Infected,4
8,78,Infected,16
8,35,Exposed,14
8,40,Infected,13
8,12,Exposed,18
8,50,Infected,9
8,5,Infected,22
8,4,Infected,23
8,66,Exposed,3
8,3,Infected,3
8,48,Infected,4
8,43,Exposed,16
8,15,Infected,4
8,21,Exposed,22
8,70,Exposed,1
8,33,Exposed,24
8,61,Exposed,24
8,51,Exposed,23
8,23,Exposed,8
8,14,Exposed,24
8,83,Infected,4
8,42,Susceptible,17
8,22,Infected,13
8,30,Infected,3
8,85,Infected,4
8,36,Exposed,3
8,82,Infected,15
8,6,Infected,15
8,67,Infected,8
8,20,Infected,24
8,58,Infected,15
8,69,Infected,17
8,57,Exposed,5
8,16,Susceptible,17
8,32,Infected,13
8,77,Infected,12
8,79,Exposed,24
8,62,Infected,3
8,34,Infected,19
8,60,Infected,7
8,26,Exposed,2
8,52,Exposed,18
8,29,Infected,12
8,41,Exposed,22
8,68,Infected,3
8,75,Exposed,16
8,65,Infected,2
8,2,Infected,3
8,53,Infected,19
8,10,Infected,3
8,89,Infected,4
8,63,Infected,5
8,44,Exposed,7
8,18,Exposed,13
8,19,Infected,15
8,7,Exposed,7
8,64,Infected,12
8,86,Exposed,10
8,55,Infected,24
8,27,Infected,6
8,0,Infected,22
8,25,Infected,1
8,72,Infected,9
8,54,Exposed,4
8,46,Exposed,3
8,31,Infected,6
8,17,Exposed,11
8,38,Exposed,22
8,59,Exposed,23
8,73,Infected,1
8,88,Exposed,12
8,71,Infected,17
8,81,Exposed,15
8,28,Infected,16
8,1,Exposed,22
8,45,Infected,23
8,13,Exposed,1
8,80,Infected,11
8,24,Exposed,17
8,39,Exposed,21
8,49,Infected,15
8,84,Infected,4
8,74,Exposed,23
8,9,Infected,18
8,56,Exposed,10
8,8,Infected,2
8,11,Exposed,20
8,76,Exposed,8
9,20,Infected,11
9,45,Infected,12
9,67,Infected,6
9,52,Exposed,8
9,51,Exposed,13
9,34,Infected,19
9,29,Infected,7
9,88,Exposed,15
9,10,Infected,22
9,47,Exposed,14
9,83,Infected,1
9,3,Infected,1
9,14,Exposed,24
9,42,Exposed,3
9,38,Exposed,4
9,82,Infected,14
9,81,Exposed,14
9,86,Exposed,7
9,8,Infected,15
9,55,Infected,20
9,5,Infected,16
9,43,Exposed,6
9,31,Infected,18
9,84,Infected,10
9,79,Exposed,9
9,87,Infected,11
9,73,Infected,7
9,11,Exposed,3
9,6,Infected,15
9,61,Exposed,8
9,62,Infected,8
9,18,Exposed,4
9,4,Infected,15
9,54,Exposed,18
9,60,Infected,16
9,36,Exposed,23
9,70,Exposed,17
9,56,Exposed,22
9,77,Infected,22
9,39,Exposed,12
9,48,Infected,3
9,24,Exposed,3
9,72,Infected,5
9,13,Exposed,23
9,0,Infected,20
9,41,Exposed,7
9,59,Exposed,11
9,75,Exposed,16
9,71,Infected,16
9,1,Exposed,3
9,7,Exposed,3
9,44,Exposed,2
9,68,Infected,13
9,33,Exposed,13
9,16,Susceptible,21
9,2,Infected,0
9,74,Exposed,13
9,64,Infected,17
9,78,Infected,20
9,57,Exposed,12
9,49,Infected,1
9,50,Infected,17
9,21,Exposed,19
9,12,Exposed,2
9,58,Infected,2
9,37,Infected,3
9,89,Infected,24
9,66,Exposed,14
9,32,Infected,14
9,69,Infected,23
9,65,Infected,1
9,23,Exposed,3
9,35,Exposed,1
9,15,Infected,13
9,26,Exposed,6
9,9,Infected,12
9,22,Infected,19
9,76,Exposed,2
9,53,Infected,4
9,63,Infected,24
9,25,Infected,17
9,40,Infected,7
9,28,Infected,6
9,17,Exposed,15
9,19,Infected,20
9,80,Infected,9
9,27,Infected,8
9,85,Infected,8
9,30,Infected,4
9,46,Exposed,13
10,87,Infected,3
10,45,Infected,23
10,29,Infected,7
10,71,Infected,16
10,50,Infected,10
10,61,Exposed,24
10,43,Exposed,21
10,14,Exposed,19
10,63,Infected,10
10,33,Exposed,19
10,60,Infected,8
10,51,Exposed,24
10,82,Infected,15
10,66,Exposed,3
10,79,Exposed,20
10,41,Exposed,22
10,34,Infected,19
10,21,Exposed,23
10,17,Exposed,11
10,28,Infected,16
10,26,Exposed,2
10,5,Infected,22
10,81,Exposed,20
10,83,Infected,3
10,19,Infected,10
10,69,Infected,17
10,15,Infected,4
10,89,Infected,4
10,23,Exposed,9
10,53,Infected,19
10,2,Infected,23
10,6,Infected,15
10,40,Infected,13
10,30,Infected,2
10,67,Infected,8
10,7,Exposed,2
10,16,Susceptible,17
10,47,Exposed,18
10,86,Exposed,5
10,68,Infected,3
10,72,Infected,8
10,44,Exposed,6
10,36,Exposed,3
10,75,Exposed,21
10,42,Exposed,22
10,8,Infected,1
10,80,Infected,12
10,31,Infected,6
10,38,Exposed,22
10,76,Exposed,8
10,39,Exposed,16
10,18,Exposed,12
10,54,Exposed,0
10,32,Infected,14
10,13,Exposed,1
10,77,Infected,12
10,64,Infected,12
10,59,Exposed,23
10,1,Exposed,21
10,49,Infected,14
10,11,Exposed,21
10,84,Infected,8
10,78,Infected,21
10,85,Infected,4
10,62,Infected,23
10,24,Exposed,22
10,37,Infected,15
10,27,Infected,6
10,74,Exposed,18
10,4,Infected,18
10,58,Infected,15
10,52,Exposed,18
10,73,Infected,1
10,55,Infected,23
10,48,Infected,9
10,57,Exposed,9
10,0,Infected,22
10,70,Exposed,21
10,35,Exposed,14
10,20,Infected,24
10,56,Exposed,10
10,22,Infected,17
10,46,Exposed,3
10,25,Infected,0
10,88,Exposed,17
10,65,Infected,1
10,12,Exposed,13
10,10,Infected,4
10,9,Infected,19
10,3,Infected,8
11,23,Exposed,8
11,75,Exposed,20
11,28,Infected,20
11,57,Exposed,5
11,48,Infected,3
11,5,Infected,23
11,58,Infected,10
11,18,Exposed,13
11,37,Infected,15
11,6,Infected,19
11,38,Exposed,22
11,87,Infected,4
11,16,Susceptible,17
11,67,Infected,8
11,20,Infected,19
11,34,Infected,23
11,56,Exposed,15
11,21,Exposed,23
11,89,Infected,8
11,53,Infected,10
11,30,Infected,23
11,65,Infected,1
11,55,Infected,23
11,27,Infected,5
11,50,Infected,5
11,12,Exposed,18
11,8,Infected,22
11,62,Infected,2
11,52,Exposed,22
11,83,Infected,4
11,19,Infected,10
11,7,Exposed,2
11,22,Infected,17
11,43,Exposed,16
11,0,Infected,21
11,66,Exposed,8
11,47,Exposed,23
11,79,Exposed,20
11,73,Infected,1
11,15,Infected,20
11,13,Exposed,2
11,70,Exposed,21
11,49,Infected,10
11,26,Exposed,7
11,10,Infected,9
11,39,Exposed,16
11,40,Infected,13
11,25,Infected,0
11,46,Exposed,3
11,82,Infected,15
11,11,Exposed,21
11,63,Infected,6
11,31,Infected,6
11,51,Exposed,24
11,1,Exposed,17
11,45,Infected,18
11,86,Exposed,5
11,81,Exposed,20
11,33,Exposed,24
11,80,Infected,11
11,60,Infected,8
11,29,Infected,8
11,77,Infected,12
11,64,Infected,13
11,36,Exposed,23
11,88,Exposed,18
11,44,Exposed,1
11,61,Exposed,20
11,3,Infected,8
11,4,Infected,23
11,9,Infected,19
11,78,Infected,16
11,54,Exposed,5
11,72,Infected,13
11,74,Exposed,18
11,35,Exposed,14
11,76,Exposed,9
11,14,Exposed,24
11,85,Infected,4
11,32,Infected,14
11,59,Exposed,22
11,84,Infected,9
11,17,Exposed,5
11,24,Exposed,17
11,41,Exposed,22
11,69,Infected,22
11,71,Infected,16
11,2,Infected,23
11,42,Exposed,16
11,68,Infected,8
12,57,Exposed,12
12,55,Infected,20
12,73,Infected,7
12,88,Exposed,15
12,81,Exposed,14
12,41,Exposed,7
12,4,Infected,15
12,68,Infected,13
12,30,Infected,4
12,9,Infected,12
12,17,Exposed,15
12,5,Infected,16
12,62,Infected,8
12,16,Exposed,21
12,64,Infected,17
12,63,Infected,24
12,67,Infected,6
12,79,Exposed,9
12,35,Exposed,1
12,21,Exposed,19
12,37,Infected,3
12,8,Infected,15
12,12,Exposed,2
12,61,Exposed,8
12,47,Exposed,14
12,18,Exposed,4
12,19,Infected,20
12,44,Exposed,2
12,50,Infected,17
12,24,Exposed,3
12,76,Exposed,2
12,36,Exposed,23
12,20,Infected,11
12,26,Exposed,6
12,89,Infected,24
12,75,Exposed,16
12,65,Infected,1
12,39,Exposed,12
12,40,Infected,7
12,13,Exposed,23
12,31,Infected,18
12,71,Infected,16
12,33,Exposed,13
12,82,Infected,14
12,46,Exposed,13
12,32,Infected,14
12,22,Infected,19
12,6,Infected,15
12,42,Exposed,3
12,0,Infected,20
12,49,Infected,1
12,87,Infected,11
12,56,Exposed,22
12,86,Exposed,7
12,51,Exposed,13
12,54,Exposed,18
12,53,Infected,4
12,52,Exposed,8
12,7,Exposed,3
12,29,Infected,7
12,27,Infected,8
12,1,Exposed,3
12,80,Infected,9
12,15,Infected,13
12,43,Exposed,6
12,69,Infected,23
12,2,Infected,0
12,59,Exposed,11
12,74,Exposed,13
12,60,Infected,16
12,11,Exposed,3
12,23,Exposed,3
12,66,Exposed,14
12,85,Infected,8
12,70,Exposed,17
12,45,Infected,12
12,34,Infected,19
12,58,Infected,2
12,84,Infected,10
12,38,Exposed,4
12,28,Infected,6
12,77,Infected,22
12,72,Infected,5
12,10,Infected,22
12,48,Infected,3
12,78,Infected,20
12,83,Infected,1
12,25,Infected,17
12,3,Infected,1
12,14,Exposed,24
13,64,Infected,12
13,67,Infected,8
13,15,Infected,4
13,43,Exposed,21
13,22,Infected,17
13,58,Infected,15
13,17,Exposed,11
13,12,Exposed,13
13,55,Infected,23
13,30,Infected,2
13,41,Exposed,22
13,25,Infected,0
13,7,Exposed,2
13,28,Infected,16
13,39,Exposed,16
13,27,Infected,6
13,76,Exposed,8
13,3,Infected,8
13,54,Exposed,0
13,56,Exposed,10
13,61,Exposed,24
13,23,Exposed,9
13,72,Infected,8
13,66,Exposed,3
13,84,Infected,8
13,37,Infected,15
13,48,Infected,9
13,53,Infected,19
13,20,Infected,24
13,31,Infected,6
13,0,Infected,22
13,89,Infected,4
13,60,Infected,8
13,11,Exposed,21
13,32,Infected,14
13,82,Infected,15
13,19,Infected,10
13,78,Infected,21
13,42,Exposed,22
13,16,Exposed,17
13,83,Infected,3
13,52,Exposed,18
13,26,Exposed,2
13,4,Infected,18
13,47,Exposed,18
13,34,Infected,19
13,50,Infected,10
13,36,Exposed,3
13,10,Infected,4
13,59,Exposed,23
13,49,Infected,14
13,62,Infected,23
13,46,Exposed,3
13,87,Infected,3
13,69,Infected,17
13,33,Exposed,19
13,35,Exposed,14
13,2,Infected,23
13,6,Infected,15
13,51,Exposed,24
13,5,Infected,22
13,73,Infected,1
13,24,Exposed,22
13,38,Exposed,22
13,77,Infected,12
13,75,Exposed,21
13,45,Infected,23
13,80,Infected,12
13,65,Infected,1
13,21,Exposed,23
13,68,Infected,3
13,8,Infected,1
13,74,Exposed,18
13,13,Exposed,1
13,85,Infected,4
13,88,Exposed,17
13,44,Exposed,6
13,1,Exposed,21
13,29,Infected,7
13,70,Exposed,21
13,40,Infected,13
13,86,Exposed,5
13,63,Infected,10
13,18,Exposed,12
13,14,Exposed,19
13,81,Exposed,20
13,57,Exposed,9
13,79,Exposed,20
13,9,Infected,19
13,71,Infected,16
14,56,Exposed,19
14,14,Exposed,24
14,35,Exposed,10
14,69,Infected,16
14,24,Exposed,22
14,8,Infected,2
14,48,Infected,9
14,28,Infected,16
14,11,Exposed,21
14,67,Infected,8
14,50,Infected,10
14,31,Infected,7
14,61,Exposed,20
14,36,Exposed,4
14,83,Infected,8
14,43,Exposed,16
14,87,Infected,23
14,54,Exposed,9
14,88,Exposed,12
14,86,Exposed,5
14,42,Exposed,21
14,39,Exposed,21
14,65,Infected,1
14,58,Infected,15
14,27,Infected,6
14,29,Infected,7
14,77,Infected,12
14,6,Infected,15
14,1,Exposed,16
14,81,Exposed,20
14,18,Exposed,13
14,26,Exposed,7
14,46,Exposed,4
14,15,Infected,24
14,16,Exposed,12
14,89,Infected,3
14,73,Infected,20
14,55,Infected,23
14,2,Infected,3
14,33,Exposed,24
14,23,Exposed,9
14,60,Infected,8
14,21,Exposed,3
14,64,Infected,12
14,38,Exposed,22
14,79,Exposed,24
14,22,Infected,17
14,62,Infected,2
14,34,Infected,24
14,25,Infected,0
14,45,Infected,23
14,20,Infected,24
14,3,Infected,8
14,51,Exposed,4
14,80,Infected,17
14,37,Infected,15
14,57,Exposed,5
14,47,Exposed,18
14,0,Infected,16
14,17,Exposed,6
14,30,Infected,2
14,19,Infected,10
14,52,Exposed,17
14,84,Infected,8
14,75,Exposed,16
14,66,Exposed,8
